선수명,등번호,생년월일,포지션,신장/체중,경력,입단 계약금,연봉,지명순위,입단년도,Team,days,출신초등학교
원종현,No.46,1987년 07월 31일,투수(우언우타),182cm/88kg,군산중앙초-군산중-군산상고-LG-경찰-NC,11000만원,50000만원,06 LG 2차 2라운드 11순위,06LG,키움 히어로즈,14041,군산중앙초
윤석원,No.95,2003년 07월 04일,투수(좌투좌타),185cm/81kg,부산대연초-개성중-부산고,6000만원,4000만원,22 키움 2차 4라운드 36순위,23키움,키움 히어로즈,8224,부산대연초
윤현,No.96,2006년 10월 20일,투수(우투우타),187cm/90kg,가동초-자양중-경기고,8000만원,3000만원,25 키움 4라운드 31순위,25키움,키움 히어로즈,7020,가동초
이강준,No.11,2001년 12월 14일,투수(우투우타),180cm/80kg,서당초-설악중-설악고-KT-롯데-키움-상무,9000만원,3200만원,20 KT 2차 3라운드 22순위,20KT,키움 히어로즈,8791,서당초
이명기,No.34,2000년 01월 03일,내야수(우투우타),186cm/105kg,광주대성초-충장중-광주동성고,6000만원,3000만원,19 넥센 2차 5라운드 44순위,21키움,키움 히어로즈,9502,광주대성초
이승원,No.26,2004년 07월 02일,내야수(우투우타),185cm/75kg,도봉초(노원구리틀)-상명중-덕수고,7000만원,3200만원,23 키움 4라운드 36순위,23키움,키움 히어로즈,7860,도봉초
이용규,No.15,1985년 08월 26일,외야수(좌투좌타),170cm/74kg,성동초-잠신중-덕수정보고-LG-KIA-한화,,20000만원,04 LG 2차 2라운드 15순위,04LG,키움 히어로즈,14745,성동초
이우석,No.102,1996년 04월 16일,투수(우투우타),185cm/80kg,군산남초-군산남중-군산상고-NC-상무-NC,6000만원,1500만원,15 NC 2차 6라운드 61순위,15NC,키움 히어로즈,10859,군산남초
이우현,No.40,2005년 11월 27일,투수(우투우타),183cm/80kg,배양초(화성동탄리틀)-안산중앙중-비봉고,10000만원,3000만원,24 키움 3라운드 24순위,,키움 히어로즈,7347,배양초
이원석,No.17,1986년 10월 21일,내야수(우투우타),181cm/82kg,학강초-광주동성중-광주동성고-(세민디지털대)-롯데-두산-상무-두산-삼성,13000만원,30000만원,05 롯데 2차 2라운드 9순위,05롯데,키움 히어로즈,14324,학강초
이재상,No.5,2005년 04월 17일,내야수(우투우타),183cm/85kg,갈산초-성남중-성남고,13000만원,3200만원,24 키움 2라운드 16순위,24키움,키움 히어로즈,7571,갈산초
이종민,No.48,2001년 06월 04일,투수(좌투좌타),185cm/96kg,성동초-덕수중-성남고,11000만원,3600만원,20 키움 2차 1라운드 7순위,20키움,키움 히어로즈,8984,성동초
이주형,No.2,2001년 04월 02일,외야수(우투좌타),181cm/80kg,송수초(해운대리틀)-센텀중-경남고-LG,15000만원,11000만원,20 LG 2차 2라운드 13순위,20LG,키움 히어로즈,9047,송수초
이주형,No.58,2002년 07월 05일,내야수(좌투좌타),183cm/105kg,이매초-매송중-야탑고-키움-상무,6000만원,3700만원,21 키움 2차 4라운드 39순위,21키움,키움 히어로즈,8588,이매초
이준우,No.101,2001년 03월 02일,투수(우투우타),183cm/93kg,문현초(해운대리틀)-센텀중-경남고,,1500만원,25 키움 육성선수,,키움 히어로즈,9078,문현초
이형종,No.36,1989년 06월 07일,외야수(우투우타),183cm/87kg,화곡초-양천중-서울고-LG,43000만원,60000만원,08 LG 1차,08LG,키움 히어로즈,13364,화곡초
임병욱,No.6,1995년 09월 30일,외야수(우투좌타),187cm/94kg,수원신곡초-배명중-덕수고-히어로즈-키움-상무,20000만원,6000만원,14 넥센 1차,14넥센,키움 히어로즈,11058,수원신곡초
임지열,No.29,1995년 08월 22일,외야수(우투우타),180cm/94kg,대전신흥초-건대부중-덕수고-히어로즈-경찰,11000만원,5800만원,14 넥센 2차 2라운드 22순위,14넥센,키움 히어로즈,11097,대전신흥초
임진묵,No.82,2006년 04월 23일,투수(우투우타),181cm/85kg,천안청룡초-상명중-경기상고,4000만원,3000만원,25 키움 9라운드 81순위,,키움 히어로즈,7200,천안청룡초
장재영,No.61,2002년 05월 10일,외야수(우투우타),187cm/83kg,갈산초-서울신월중-덕수고,90000만원,4600만원,21 키움 1차,21키움,키움 히어로즈,8644,갈산초
장필준,No.18,1988년 04월 08일,투수(우투우타),190cm/90kg,온양온천초-온양중-북일고-상무-삼성,,4000만원,15 삼성 2차 1라운드 9순위,07상무,키움 히어로즈,13789,온양온천초
전준표,No.62,2005년 05월 07일,투수(우투우타),186cm/90kg,잠일초(강동구리틀)-잠신중-서울고,21000만원,3200만원,24 키움 1라운드 8순위,24키움,키움 히어로즈,7551,잠일초
전태현,No.97,2006년 03월 02일,내야수(우투좌타),180cm/82kg,양덕초-마산동중-용마고,8000만원,3000만원,25 키움 5라운드 41순위,25키움,키움 히어로즈,7252,양덕초
정동준,No.85,2002년 01월 14일,투수(우투우타),183cm/90kg,동주초(부산서구리틀)-외포중-용마고-경남대,3000만원,3000만원,25 키움 11라운드 101순위,,키움 히어로즈,8760,동주초
정세영,No.77,2006년 09월 23일,투수(좌투좌타),177cm/82kg,서울학동초-언북중-경기상고,4000만원,3000만원,25 키움 8라운드 71순위,,키움 히어로즈,7047,서울학동초
정현우,No.13,2006년 04월 13일,투수(좌투좌타),181cm/91kg,홍제초(서대문구리틀)-충암중-덕수고,50000만원,3000만원,25 키움 1라운드 1순위,25키움,키움 히어로즈,7210,홍제초
조성훈,No.43,1999년 03월 22일,투수(우투우타),188cm/85kg,응봉초(성동구리틀)-건대부중-청원고-SK-상무-SK-SSG,15000만원,3100만원,18 SK 2차 1라운드 5순위,18SK,키움 히어로즈,9789,응봉초
조영건,No.20,1999년 02월 04일,투수(우투우타),180cm/85kg,대전신흥초-충남중-백송고,10000만원,3800만원,19 넥센 2차 2라운드 14순위,19키움,키움 히어로즈,9835,대전신흥초
주성원,No.25,2000년 08월 30일,외야수(우투우타),182cm/95kg,부산대연초(남구리틀)-부산신정중-개성고,8000만원,3800만원,19 넥센 2차 3라운드 24순위,19키움,키움 히어로즈,9262,부산대연초
주승우,No.30,2000년 01월 30일,투수(우투우타),180cm/82kg,송추초(의정부리틀)-영동중-서울고-성균관대,18000만원,7700만원,22 키움 1차,22키움,키움 히어로즈,9475,송추초
최주환,No.53,1988년 02월 28일,내야수(우투좌타),177cm/73kg,학강초-광주동성중-광주동성고-두산-상무-두산-SK-SSG,6000만원,30000만원,06 두산 2차 6라운드 46순위,06두산,키움 히어로즈,13829,학강초
카디네스,No.4,1997년 10월 10일,외야수(우투우타),185cm/93kg,미국 California State(대)-삼성,,450000달러,24 삼성 자유선발,24삼성,키움 히어로즈,10317,-
푸이그,No.66,1990년 12월 07일,외야수(우투우타),188cm/108kg,쿠바 EIEFD(대),300000달러,1000000달러,22 키움 자유선발,22키움,키움 히어로즈,12816,-
하영민,No.50,1995년 05월 07일,투수(우투우타),183cm/74kg,광주수창초-진흥중-진흥고-히어로즈,15000만원,16500만원,14 넥센 2차 1라운드 4순위,14넥센,키움 히어로즈,11204,광주수창초
